date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:02%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_750x.png?v=1652412756	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_750x7a9d.png	(from https://flybirdfitness.com/)
13:00:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:04%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/files/149_3_750x.png?v=1652412761	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/files/149_3_750x0459.png	(from https://flybirdfitness.com/)
13:00:04	302227/302227	---M--	200	added ('OK')	image/png	date:Mon,%2016%20May%202022%2012:00:04%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_750x.png?v=1652412756	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_750x7a9d.png	(from https://flybirdfitness.com/)
13:00:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:05%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_2048x.png?v=1652412756	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/files/149_2_2048x7a9d.png	(from https://flybirdfitness.com/)
13:00:06	1033472/1033472	---M--	200	added ('OK')	image/png	date:Mon,%2016%20May%202022%2012:00:05%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/files/149_3_750x.png?v=1652412761	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/files/149_3_750x0459.png	(from https://flybirdfitness.com/)
13:00:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:07%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-slider.css?v=159133503845932192791628755798	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-slidera645.css	(from https://flybirdfitness.com/)
13:00:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:09%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-price.css?v=183988988113543160891625820644	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-price5525.css	(from https://flybirdfitness.com/)
13:00:10	2992/2992	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20May%202022%2011:20:13%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-slider.css?v=159133503845932192791628755798	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-slidera645.css	(from https://flybirdfitness.com/)
13:00:12	1419/1419	---MCZ	200	added ('OK')	text/css	date:Tue,%2003%20May%202022%2009:25:40%20GMT	https://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-price.css?v=183988988113543160891625820644	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-price5525.css	(from https://flybirdfitness.com/)
13:00:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2012:00:11%20GMT	http://cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-badge.css?v=13355740110280941121628668443	C:/Users/radou/Desktop/flybirdfitness.com/cdn.shopify.com/s/files/1/0444/1256/7702/t/13/assets/component-badgeb96d.css	(from https://flybirdfitness.com/)
